
  0%|                                                    | 0/1943 [00:00<?, ?it/s]
 33%|#############7                            | 637/1943 [00:22<00:26, 48.77it/s]
 33%|#############8                            | 643/1943 [00:22<00:28, 44.97it/s]
 34%|##############                            | 652/1943 [00:22<00:27, 46.59it/s]
 34%|##############2                           | 659/1943 [00:23<00:26, 48.33it/s]
 34%|##############4                           | 668/1943 [00:23<00:23, 53.85it/s]
 35%|##############5                           | 674/1943 [00:23<00:24, 51.21it/s]
 35%|##############6                           | 680/1943 [00:23<00:25, 49.18it/s]
 35%|##############8                           | 686/1943 [00:23<00:25, 48.39it/s]
 36%|##############9                           | 693/1943 [00:23<00:23, 53.47it/s]
 36%|###############1                          | 699/1943 [00:23<00:23, 53.72it/s]
 36%|###############2                          | 705/1943 [00:23<00:23, 52.33it/s]
 37%|###############3                          | 711/1943 [00:23<00:23, 51.71it/s]
 37%|###############4                          | 717/1943 [00:24<00:24, 49.61it/s]
 37%|###############6                          | 723/1943 [00:24<00:27, 44.37it/s]
 38%|###############7                          | 730/1943 [00:24<00:24, 50.26it/s]
 38%|###############9                          | 736/1943 [00:24<00:27, 44.39it/s]
 38%|################1                         | 746/1943 [00:24<00:23, 51.33it/s]
 39%|################2                         | 752/1943 [00:24<00:22, 53.12it/s]
 39%|################4                         | 759/1943 [00:24<00:22, 53.57it/s]
 39%|################5                         | 767/1943 [00:25<00:22, 53.21it/s]
 40%|################7                         | 773/1943 [00:25<00:21, 53.53it/s]
 40%|################9                         | 782/1943 [00:25<00:18, 61.88it/s]
 41%|#################                         | 789/1943 [00:25<00:18, 62.21it/s]
 41%|#################2                        | 796/1943 [00:25<00:20, 55.85it/s]
 41%|#################3                        | 804/1943 [00:25<00:18, 60.08it/s]
 42%|#################5                        | 811/1943 [00:25<00:21, 52.88it/s]
 42%|#################7                        | 820/1943 [00:25<00:18, 61.21it/s]
 43%|#################8                        | 827/1943 [00:26<00:19, 56.92it/s]
 43%|##################                        | 834/1943 [00:26<00:18, 59.18it/s]
 43%|##################1                       | 841/1943 [00:26<00:19, 55.19it/s]
 44%|##################3                       | 848/1943 [00:26<00:18, 58.26it/s]
 44%|##################4                       | 855/1943 [00:26<00:19, 55.96it/s]
 44%|##################6                       | 862/1943 [00:26<00:19, 56.67it/s]
 45%|##################7                       | 868/1943 [00:26<00:20, 53.64it/s]
 45%|##################8                       | 874/1943 [00:26<00:19, 54.36it/s]
 45%|###################                       | 882/1943 [00:27<00:18, 58.02it/s]
 46%|###################2                      | 890/1943 [00:27<00:18, 57.06it/s]
 46%|###################4                      | 898/1943 [00:27<00:17, 58.08it/s]
 47%|###################5                      | 904/1943 [00:27<00:19, 52.87it/s]
 47%|###################7                      | 913/1943 [00:27<00:18, 56.37it/s]
 47%|###################8                      | 920/1943 [00:27<00:19, 52.99it/s]
 48%|####################                      | 929/1943 [00:27<00:17, 59.24it/s]
 48%|####################2                     | 936/1943 [00:28<00:17, 57.08it/s]
 49%|####################4                     | 945/1943 [00:28<00:16, 59.54it/s]
 49%|####################5                     | 952/1943 [00:28<00:17, 57.01it/s]
 49%|####################7                     | 958/1943 [00:28<00:17, 55.86it/s]
 50%|####################8                     | 964/1943 [00:28<00:19, 49.76it/s]
 50%|#####################                     | 974/1943 [00:28<00:16, 59.58it/s]
 50%|#####################2                    | 981/1943 [00:28<00:16, 57.24it/s]
 51%|#####################3                    | 990/1943 [00:28<00:16, 58.36it/s]
 51%|#####################5                    | 996/1943 [00:29<00:16, 56.32it/s]
 52%|#####################1                   | 1003/1943 [00:29<00:15, 58.92it/s]
 52%|#####################2                   | 1009/1943 [00:29<00:16, 57.01it/s]
 52%|#####################4                   | 1015/1943 [00:29<00:16, 56.76it/s]
 53%|#####################5                   | 1022/1943 [00:29<00:16, 55.95it/s]
 53%|#####################6                   | 1028/1943 [00:29<00:18, 48.22it/s]
 53%|#####################8                   | 1037/1943 [00:29<00:15, 56.92it/s]
 54%|######################                   | 1046/1943 [00:29<00:14, 63.93it/s]
 54%|######################2                  | 1053/1943 [00:30<00:17, 49.82it/s]
 55%|######################4                  | 1065/1943 [00:30<00:13, 64.15it/s]
 55%|######################6                  | 1073/1943 [00:30<00:16, 52.32it/s]
 56%|######################8                  | 1082/1943 [00:30<00:14, 59.04it/s]
 56%|######################9                  | 1089/1943 [00:30<00:14, 57.64it/s]
 57%|#######################1                 | 1098/1943 [00:30<00:14, 57.78it/s]
 57%|#######################3                 | 1105/1943 [00:31<00:15, 53.15it/s]
 57%|#######################5                 | 1114/1943 [00:31<00:13, 59.28it/s]
 58%|#######################6                 | 1121/1943 [00:31<00:14, 58.21it/s]
 58%|#######################8                 | 1129/1943 [00:31<00:14, 57.71it/s]
 58%|#######################9                 | 1135/1943 [00:31<00:14, 54.89it/s]
 59%|########################1                | 1143/1943 [00:31<00:14, 55.43it/s]
 59%|########################2                | 1149/1943 [00:31<00:14, 53.27it/s]
 60%|########################4                | 1158/1943 [00:31<00:13, 59.95it/s]
 60%|########################5                | 1165/1943 [00:32<00:13, 56.87it/s]
 60%|########################7                | 1172/1943 [00:32<00:13, 59.02it/s]
 61%|########################8                | 1178/1943 [00:32<00:14, 52.50it/s]
 61%|#########################                | 1188/1943 [00:32<00:12, 61.23it/s]
 62%|#########################2               | 1195/1943 [00:32<00:15, 48.66it/s]
 62%|#########################4               | 1206/1943 [00:32<00:12, 58.98it/s]
 62%|#########################5               | 1213/1943 [00:33<00:14, 50.94it/s]
 63%|#########################8               | 1224/1943 [00:33<00:11, 62.42it/s]
 63%|#########################9               | 1231/1943 [00:33<00:11, 60.78it/s]
 64%|##########################1              | 1238/1943 [00:33<00:12, 57.29it/s]
 64%|##########################2              | 1245/1943 [00:33<00:12, 57.34it/s]
 64%|##########################3              | 1251/1943 [00:33<00:13, 52.00it/s]
 65%|##########################5              | 1260/1943 [00:33<00:11, 59.23it/s]
 65%|##########################7              | 1267/1943 [00:33<00:14, 47.76it/s]
 66%|###########################              | 1280/1943 [00:34<00:11, 58.87it/s]
 66%|###########################1             | 1287/1943 [00:34<00:11, 54.69it/s]
 67%|###########################3             | 1296/1943 [00:34<00:10, 59.73it/s]
 67%|###########################4             | 1303/1943 [00:34<00:11, 55.33it/s]
 68%|###########################6             | 1312/1943 [00:34<00:10, 59.79it/s]
 68%|###########################8             | 1319/1943 [00:34<00:11, 56.41it/s]
 68%|###########################9             | 1325/1943 [00:34<00:11, 55.36it/s]
 69%|############################1            | 1332/1943 [00:35<00:11, 53.57it/s]
 69%|############################2            | 1341/1943 [00:35<00:11, 52.84it/s]
 69%|############################4            | 1350/1943 [00:35<00:09, 60.60it/s]
 70%|############################6            | 1357/1943 [00:35<00:10, 58.28it/s]
 70%|############################7            | 1364/1943 [00:35<00:10, 55.78it/s]
 71%|############################9            | 1372/1943 [00:35<00:09, 59.62it/s]
 71%|#############################            | 1379/1943 [00:35<00:11, 50.97it/s]
 71%|#############################3           | 1389/1943 [00:36<00:09, 59.87it/s]
 72%|#############################4           | 1396/1943 [00:36<00:10, 53.02it/s]
 72%|#############################6           | 1406/1943 [00:36<00:09, 54.91it/s]
 73%|#############################7           | 1412/1943 [00:36<00:11, 47.58it/s]
 73%|##############################           | 1422/1943 [00:36<00:09, 54.77it/s]
 74%|##############################1          | 1430/1943 [00:36<00:08, 59.13it/s]
 74%|##############################3          | 1437/1943 [00:36<00:09, 54.23it/s]
 74%|##############################4          | 1445/1943 [00:37<00:08, 59.04it/s]
 75%|##############################6          | 1452/1943 [00:37<00:09, 53.18it/s]
 75%|##############################8          | 1461/1943 [00:37<00:08, 59.97it/s]
 76%|##############################9          | 1468/1943 [00:37<00:09, 49.66it/s]
 76%|###############################2         | 1480/1943 [00:37<00:08, 56.87it/s]
 77%|###############################3         | 1487/1943 [00:37<00:08, 54.96it/s]
 77%|###############################5         | 1496/1943 [00:38<00:07, 58.93it/s]
 77%|###############################7         | 1503/1943 [00:38<00:07, 57.59it/s]
 78%|###############################8         | 1511/1943 [00:38<00:07, 58.99it/s]
 78%|################################         | 1517/1943 [00:38<00:07, 53.61it/s]
 78%|################################1        | 1523/1943 [00:38<00:07, 54.38it/s]
 79%|################################3        | 1531/1943 [00:38<00:07, 55.20it/s]
 79%|################################4        | 1539/1943 [00:38<00:06, 59.12it/s]
 80%|################################6        | 1545/1943 [00:38<00:07, 54.68it/s]
 80%|################################7        | 1553/1943 [00:39<00:06, 60.12it/s]
 80%|################################9        | 1560/1943 [00:39<00:06, 56.88it/s]
 81%|#################################        | 1568/1943 [00:39<00:06, 60.06it/s]
 81%|#################################2       | 1575/1943 [00:39<00:07, 49.52it/s]
 82%|#################################4       | 1586/1943 [00:39<00:06, 59.09it/s]
 82%|#################################6       | 1593/1943 [00:39<00:06, 56.06it/s]
 82%|#################################7       | 1599/1943 [00:39<00:06, 54.78it/s]
 83%|#################################9       | 1607/1943 [00:40<00:06, 54.49it/s]
 83%|##################################       | 1613/1943 [00:40<00:06, 54.81it/s]
 83%|##################################2      | 1622/1943 [00:40<00:05, 61.11it/s]
 84%|##################################3      | 1629/1943 [00:40<00:05, 62.33it/s]
 84%|##################################5      | 1636/1943 [00:40<00:05, 59.92it/s]
 85%|##################################6      | 1643/1943 [00:40<00:05, 58.22it/s]
 85%|##################################7      | 1649/1943 [00:40<00:05, 53.68it/s]
 85%|##################################9      | 1655/1943 [00:40<00:05, 52.24it/s]
 86%|###################################      | 1663/1943 [00:40<00:04, 57.97it/s]
 86%|###################################2     | 1669/1943 [00:41<00:05, 53.38it/s]
 86%|###################################4     | 1678/1943 [00:41<00:04, 60.09it/s]
 87%|###################################5     | 1685/1943 [00:41<00:04, 55.71it/s]
 87%|###################################7     | 1693/1943 [00:41<00:04, 58.13it/s]
 87%|###################################8     | 1699/1943 [00:41<00:04, 50.63it/s]
 88%|####################################     | 1709/1943 [00:41<00:04, 55.63it/s]
 88%|####################################1    | 1715/1943 [00:41<00:04, 54.07it/s]
 89%|####################################3    | 1723/1943 [00:42<00:03, 55.80it/s]
 89%|####################################5    | 1730/1943 [00:42<00:03, 58.68it/s]
 89%|####################################6    | 1738/1943 [00:42<00:03, 55.16it/s]
 90%|####################################8    | 1745/1943 [00:42<00:03, 57.75it/s]
 90%|#####################################    | 1754/1943 [00:42<00:03, 55.95it/s]
 91%|#####################################1   | 1760/1943 [00:42<00:03, 56.06it/s]
 91%|#####################################3   | 1770/1943 [00:42<00:03, 56.71it/s]
 91%|#####################################4   | 1776/1943 [00:43<00:03, 52.45it/s]
 92%|#####################################6   | 1786/1943 [00:43<00:02, 58.98it/s]
 92%|#####################################8   | 1792/1943 [00:43<00:02, 55.70it/s]
 93%|######################################   | 1801/1943 [00:43<00:02, 60.93it/s]
 93%|######################################1  | 1808/1943 [00:43<00:02, 50.03it/s]
 94%|######################################3  | 1817/1943 [00:43<00:02, 56.62it/s]
 94%|######################################4  | 1824/1943 [00:43<00:02, 56.58it/s]
 94%|######################################6  | 1832/1943 [00:43<00:01, 57.17it/s]
 95%|######################################7  | 1838/1943 [00:44<00:01, 55.46it/s]
 95%|######################################9  | 1847/1943 [00:44<00:01, 58.82it/s]
 95%|#######################################1 | 1853/1943 [00:44<00:01, 57.23it/s]
 96%|#######################################2 | 1862/1943 [00:44<00:01, 64.39it/s]
 96%|#######################################4 | 1869/1943 [00:44<00:01, 51.27it/s]
 97%|#######################################6 | 1879/1943 [00:44<00:01, 56.02it/s]
 97%|#######################################7 | 1885/1943 [00:44<00:01, 54.59it/s]
 98%|#######################################9 | 1895/1943 [00:45<00:00, 58.98it/s]
 98%|########################################1| 1902/1943 [00:45<00:00, 58.33it/s]
 98%|########################################2| 1908/1943 [00:45<00:00, 58.45it/s]
 99%|########################################3| 1914/1943 [00:45<00:00, 51.63it/s]
 99%|########################################6| 1925/1943 [00:45<00:00, 62.18it/s]
 99%|########################################7| 1932/1943 [00:45<00:00, 55.67it/s]
100%|########################################9| 1940/1943 [00:45<00:00, 59.73it/s]
100%|#########################################| 1943/1943 [00:45<00:00, 42.30it/s]


  0%|                                                     | 0/492 [00:00<?, ?it/s]
  0%|                                           | 1/492 [00:07<1:01:32,  7.52s/it]
  0%|1                                            | 2/492 [00:07<26:24,  3.23s/it]
  1%|3                                            | 4/492 [00:07<10:23,  1.28s/it]
  1%|6                                            | 7/492 [00:08<04:46,  1.69it/s]
  2%|8                                           | 10/492 [00:08<02:54,  2.76it/s]
  3%|#3                                          | 15/492 [00:08<01:32,  5.16it/s]
  3%|#5                                          | 17/492 [00:08<01:16,  6.19it/s]
  4%|#9                                          | 22/492 [00:08<00:48,  9.63it/s]
  5%|##3                                         | 26/492 [00:09<00:36, 12.83it/s]
  6%|##6                                         | 30/492 [00:09<00:29, 15.42it/s]
  7%|###                                         | 34/492 [00:09<00:24, 19.01it/s]
  9%|###8                                        | 43/492 [00:09<00:14, 30.29it/s]
 10%|####2                                       | 48/492 [00:09<00:13, 32.53it/s]
 11%|#####                                       | 56/492 [00:09<00:10, 42.14it/s]
 13%|#####6                                      | 63/492 [00:09<00:09, 45.35it/s]
 14%|######2                                     | 70/492 [00:09<00:09, 46.71it/s]
 16%|#######                                     | 79/492 [00:10<00:07, 54.85it/s]
 17%|#######6                                    | 86/492 [00:10<00:07, 51.04it/s]
 19%|########4                                   | 95/492 [00:10<00:06, 59.00it/s]
 21%|########9                                  | 102/492 [00:10<00:07, 53.78it/s]
 23%|#########7                                 | 112/492 [00:10<00:06, 58.54it/s]
 24%|##########4                                | 119/492 [00:10<00:06, 58.82it/s]
 26%|###########                                | 127/492 [00:10<00:05, 61.64it/s]
 27%|###########7                               | 134/492 [00:10<00:06, 56.26it/s]
 29%|############4                              | 142/492 [00:11<00:05, 60.69it/s]
 30%|#############                              | 149/492 [00:11<00:05, 60.05it/s]
 32%|#############6                             | 156/492 [00:11<00:05, 57.44it/s]
 33%|##############3                            | 164/492 [00:11<00:05, 62.87it/s]
 35%|##############9                            | 171/492 [00:11<00:05, 58.23it/s]
 36%|###############4                           | 177/492 [00:11<00:05, 57.42it/s]
 38%|################2                          | 186/492 [00:11<00:04, 61.66it/s]
 39%|################8                          | 193/492 [00:11<00:05, 58.57it/s]
 41%|#################6                         | 202/492 [00:12<00:04, 59.56it/s]
 42%|##################1                        | 208/492 [00:12<00:04, 57.89it/s]
 44%|##################9                        | 217/492 [00:12<00:04, 65.77it/s]
 46%|###################5                       | 224/492 [00:12<00:04, 54.30it/s]
 48%|####################4                      | 234/492 [00:12<00:04, 60.25it/s]
 49%|#####################                      | 241/492 [00:12<00:04, 58.36it/s]
 51%|#####################8                     | 250/492 [00:12<00:04, 59.58it/s]
 52%|######################4                    | 257/492 [00:13<00:04, 57.77it/s]
 54%|#######################2                   | 266/492 [00:13<00:03, 60.23it/s]
 55%|#######################8                   | 273/492 [00:13<00:03, 57.82it/s]
 57%|########################6                  | 282/492 [00:13<00:03, 60.58it/s]
 59%|#########################2                 | 289/492 [00:13<00:03, 59.40it/s]
 61%|##########################                 | 298/492 [00:13<00:03, 61.59it/s]
 62%|##########################6                | 305/492 [00:13<00:03, 59.11it/s]
 64%|###########################4               | 314/492 [00:13<00:02, 62.62it/s]
 65%|############################               | 321/492 [00:14<00:02, 57.40it/s]
 67%|############################8              | 330/492 [00:14<00:02, 61.73it/s]
 68%|#############################4             | 337/492 [00:14<00:02, 57.69it/s]
 70%|##############################1            | 345/492 [00:14<00:02, 62.53it/s]
 72%|##############################7            | 352/492 [00:14<00:02, 55.09it/s]
 73%|###############################5           | 361/492 [00:14<00:02, 61.90it/s]
 75%|################################1          | 368/492 [00:14<00:02, 57.10it/s]
 77%|################################9          | 377/492 [00:15<00:01, 60.83it/s]
 78%|#################################5         | 384/492 [00:15<00:01, 58.06it/s]
 80%|##################################3        | 393/492 [00:15<00:01, 58.72it/s]
 81%|##################################8        | 399/492 [00:15<00:01, 57.81it/s]
 83%|###################################6       | 408/492 [00:15<00:01, 63.09it/s]
 84%|####################################2      | 415/492 [00:15<00:01, 57.55it/s]
 86%|####################################9      | 423/492 [00:15<00:01, 62.94it/s]
 87%|#####################################5     | 430/492 [00:15<00:01, 55.39it/s]
 89%|######################################3    | 439/492 [00:16<00:00, 61.95it/s]
 91%|######################################9    | 446/492 [00:16<00:00, 54.96it/s]
 92%|#######################################7   | 455/492 [00:16<00:00, 61.24it/s]
 94%|########################################3  | 462/492 [00:16<00:00, 52.35it/s]
 96%|#########################################1 | 471/492 [00:16<00:00, 58.09it/s]
 97%|#########################################7 | 478/492 [00:16<00:00, 55.90it/s]
 99%|##########################################6| 488/492 [00:16<00:00, 63.63it/s]
100%|###########################################| 492/492 [00:17<00:00, 28.82it/s]

wandb: wandb version 0.19.9 is available!  To upgrade, please run:

wandb:  $ pip install wandb --upgrade

wandb: Tracking run with wandb version 0.13.5

wandb: Run data is saved locally in C:\Users\Admin\anaconda3\envs\UNet-Kathe\UNet-Kathe\wandb\run-20250410_125620-c640xorl

wandb: Run `wandb offline` to turn off syncing.

wandb: Syncing run bright-sun-122

wandb:  View project at https://wandb.ai/anony-moose-525312484519768883/U-Net?apiKey=41e01e48b2a4d6ae9361934e4b58e0fd29ed7ec0

wandb:  View run at https://wandb.ai/anony-moose-525312484519768883/U-Net/runs/c640xorl?apiKey=41e01e48b2a4d6ae9361934e4b58e0fd29ed7ec0

wandb: WARNING Do NOT share these links with anyone. They can be used to claim your runs.


Epoch 1/10:   0%|                                       | 0/1943 [00:00<?, ?img/s]
Epoch 1/10:   0%|                            | 2/1943 [01:17<20:52:08, 38.71s/img]
Epoch 1/10:   0%|         | 2/1943 [01:17<20:52:08, 38.71s/img, loss (batch)=3.44]
Epoch 1/10:   0%|          | 4/1943 [01:17<8:37:45, 16.02s/img, loss (batch)=3.44]
Epoch 1/10:   0%|           | 4/1943 [01:17<8:37:45, 16.02s/img, loss (batch)=3.2]
Epoch 1/10:   0%|          | 6/1943 [01:17<8:37:13, 16.02s/img, loss (batch)=3.34]
Epoch 1/10:   0%|          | 8/1943 [01:17<3:13:37,  6.00s/img, loss (batch)=3.34]
Epoch 1/10:   0%|          | 8/1943 [01:17<3:13:37,  6.00s/img, loss (batch)=3.39]
Epoch 1/10:   1%|         | 10/1943 [01:17<3:13:25,  6.00s/img, loss (batch)=3.35]
Epoch 1/10:   1%|         | 12/1943 [01:18<1:42:28,  3.18s/img, loss (batch)=3.35]
Epoch 1/10:   1%|         | 12/1943 [01:18<1:42:28,  3.18s/img, loss (batch)=3.32]
Epoch 1/10:   1%|         | 14/1943 [01:18<1:42:21,  3.18s/img, loss (batch)=3.34]
Epoch 1/10:   1%|         | 16/1943 [01:18<1:01:34,  1.92s/img, loss (batch)=3.34]
Epoch 1/10:   1%|         | 16/1943 [01:18<1:01:34,  1.92s/img, loss (batch)=3.33]
Epoch 1/10:   1%|         | 18/1943 [01:18<1:01:30,  1.92s/img, loss (batch)=3.23]
Epoch 1/10:   1%|1          | 20/1943 [01:18<39:30,  1.23s/img, loss (batch)=3.23]
Epoch 1/10:   1%|1          | 20/1943 [01:18<39:30,  1.23s/img, loss (batch)=3.25]
Epoch 1/10:   1%|1          | 22/1943 [01:18<39:27,  1.23s/img, loss (batch)=3.27]
Epoch 1/10:   1%|1          | 24/1943 [01:18<26:19,  1.22img/s, loss (batch)=3.27]
Epoch 1/10:   1%|1          | 24/1943 [01:18<26:19,  1.22img/s, loss (batch)=3.34]
Epoch 1/10:   1%|1          | 26/1943 [01:18<26:17,  1.22img/s, loss (batch)=3.29]
Epoch 1/10:   1%|1          | 28/1943 [01:18<18:04,  1.77img/s, loss (batch)=3.29]
Epoch 1/10:   1%|1          | 28/1943 [01:18<18:04,  1.77img/s, loss (batch)=3.29]
Epoch 1/10:   2%|1          | 30/1943 [01:18<18:03,  1.77img/s, loss (batch)=3.23]
Epoch 1/10:   2%|1          | 32/1943 [01:18<12:41,  2.51img/s, loss (batch)=3.23]
Epoch 1/10:   2%|1          | 32/1943 [01:18<12:41,  2.51img/s, loss (batch)=3.21]
Epoch 1/10:   2%|1          | 34/1943 [01:18<12:40,  2.51img/s, loss (batch)=3.16]
Epoch 1/10:   2%|2          | 36/1943 [01:18<09:04,  3.50img/s, loss (batch)=3.16]
Epoch 1/10:   2%|2          | 36/1943 [01:19<09:04,  3.50img/s, loss (batch)=3.18]
Epoch 1/10:   2%|2          | 38/1943 [01:19<09:03,  3.50img/s, loss (batch)=3.19]
Epoch 1/10:   2%|2          | 40/1943 [01:19<06:40,  4.75img/s, loss (batch)=3.19]
Epoch 1/10:   2%|2          | 40/1943 [01:19<06:40,  4.75img/s, loss (batch)=3.18]
Epoch 1/10:   2%|2          | 42/1943 [01:19<06:40,  4.75img/s, loss (batch)=3.15]
Epoch 1/10:   2%|2          | 44/1943 [01:19<05:00,  6.32img/s, loss (batch)=3.15]
Epoch 1/10:   2%|2          | 44/1943 [01:19<05:00,  6.32img/s, loss (batch)=3.11]
Epoch 1/10:   2%|2          | 46/1943 [01:19<05:00,  6.32img/s, loss (batch)=3.16]
Epoch 1/10:   2%|2          | 48/1943 [01:19<03:51,  8.20img/s, loss (batch)=3.16]
Epoch 1/10:   2%|2          | 48/1943 [01:19<03:51,  8.20img/s, loss (batch)=3.16]
Epoch 1/10:   3%|2          | 50/1943 [01:19<03:50,  8.20img/s, loss (batch)=3.12]
Epoch 1/10:   3%|2          | 52/1943 [01:19<03:06, 10.15img/s, loss (batch)=3.12]
Epoch 1/10:   3%|2          | 52/1943 [01:19<03:06, 10.15img/s, loss (batch)=3.14]
Epoch 1/10:   3%|3          | 54/1943 [01:19<03:06, 10.15img/s, loss (batch)=3.05]
Epoch 1/10:   3%|3          | 56/1943 [01:19<02:30, 12.52img/s, loss (batch)=3.05]
Epoch 1/10:   3%|3          | 56/1943 [01:19<02:30, 12.52img/s, loss (batch)=3.04]
